Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
lenovo,intel(r) core(tm) ultra 9 275hx,24,compx,keyboard
lenovo,intel(r) core(tm) ultra 9 275hx,24,compx,mouse
asrock,amd ryzen 5 7600x 6-core processor             ,12,compx,keyboard
asrock,amd ryzen 5 7600x 6-core processor             ,12,compx,mouse
dell inc.,12th gen intel(r) core(tm) i5-12500h,16,compx,keyboard
dell inc.,12th gen intel(r) core(tm) i5-12500h,16,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,compx,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,compx,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,compx,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,compx,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,company ,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,company ,mouse
lenovo,12th gen intel(r) core(tm) i7-12700h,20,company ,keyboard
lenovo,12th gen intel(r) core(tm) i7-12700h,20,company ,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,company ,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700,20,colorful,mouse
gigabyte,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,cm storm,keyboard
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,cm storm,keyboard
"micro-star international co., ltd.",amd ryzen 7 5700                               ,16,chicony,keyboard
pcspecialist,intel(r) core(tm) i5-14400f,16,cherry xtrfy,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,cherry,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,cherry,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,by tech,mouse
acer,12th gen intel(r) core(tm) i9-12900h,20,by tech,keyboard
acer,12th gen intel(r) core(tm) i9-12900h,20,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 2700x eight-core processor         ,16,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 2700x eight-core processor         ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,by tech,mouse
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,by tech,mouse
asus,12th gen intel(r) core(tm) i5-12400f,12,by tech,keyboard
asus,12th gen intel(r) core(tm) i5-12400f,12,by tech,mouse
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,by tech,mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,by tech,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,by tech,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,by tech,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,by tech,mouse
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,by tech,keyboard
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,by tech,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13500,20,by tech,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13500,20,by tech,mouse
acer,13th gen intel(r) core(tm) i5-13500hx,20,by tech,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,by tech,mouse
gigabyte,13th gen intel(r) core(tm) i7-13620h,16,by tech,keyboard
gigabyte,13th gen intel(r) core(tm) i7-13620h,16,by tech,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,by tech,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,by tech,mouse
"micro-star international co., ltd.",amd ryzen 5 3600 6-core processor              ,12,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 5 3600 6-core processor              ,12,by tech,mouse
biostar group,amd ryzen 5 5600 6-core processor              ,12,by tech,keyboard
biostar group,amd ryzen 5 5600 6-core processor              ,12,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,by tech,mouse
dell inc.,amd ryzen 5 5600h with radeon graphics         ,12,by tech,keyboard
dell inc.,amd ryzen 5 5600h with radeon graphics         ,12,by tech,mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,by tech,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,by tech,mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,by tech,mouse
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,by tech,keyboard
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,by tech,mouse
acer,amd ryzen 7 5800h with radeon graphics         ,16,by tech,keyboard
acer,amd ryzen 7 5800h with radeon graphics         ,16,by tech,mouse
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,by tech,mouse
"micro-star international co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,by tech,mouse
asrock,amd ryzen 7 7700x 8-core processor             ,8,by tech,keyboard
asrock,amd ryzen 7 7700x 8-core processor             ,8,by tech,mouse
acer,amd ryzen 7 7735hs with radeon graphics        ,16,by tech,keyboard
acer,amd ryzen 7 7735hs with radeon graphics        ,16,by tech,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,by tech,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,by tech,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,by tech,mouse
asustek computer inc.,amd ryzen 9 6900hs with radeon graphics        ,16,by tech,keyboard
asustek computer inc.,amd ryzen 9 6900hs with radeon graphics        ,16,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 9 7900x3d 12-core processor          ,24,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900x3d 12-core processor          ,24,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 9 9950x 16-core processor            ,32,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 9950x 16-core processor            ,32,by tech,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-14400f,16,by tech,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-14400f,16,by tech,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,by tech,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,by tech,mouse
system manufacturer,intel(r) core(tm) i5-9600kf cpu @ 3.70ghz,6,by tech,keyboard
system manufacturer,intel(r) core(tm) i5-9600kf cpu @ 3.70ghz,6,by tech,mouse
asrock,intel(r) core(tm) i7-14700f,28,by tech,keyboard
asrock,intel(r) core(tm) i7-14700f,28,by tech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,by tech,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,by tech,mouse
lenovo,intel(r) core(tm) ultra 9 275hx,24,by tech,keyboard
lenovo,intel(r) core(tm) ultra 9 275hx,24,by tech,mouse
asrock,amd ryzen 9 9950x3d 16-core processor          ,32,by tech,keyboard
asrock,amd ryzen 9 9950x3d 16-core processor          ,32,by tech,mouse
asus,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,keyboard
asus,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,by tech,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,by tech,mouse
lenovo,intel(r) core(tm) i7-14700hx,28,by tech,keyboard
lenovo,intel(r) core(tm) i7-14700hx,28,by tech,mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,keyboard
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,by tech,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,by tech,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,by tech,mouse
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 155h,22,by tech,keyboard
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 155h,22,by tech,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13500,20,benq zowie,mouse
asus,12th gen intel(r) core(tm) i5-12400f,12,benq zowie,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,benq zowie,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,benq zowie,mouse
hp,13th gen intel(r) core(tm) i7-13700hx,24,benq zowie,mouse
asrock,amd ryzen 5 7500f 6-core processor             ,12,benq zowie,mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,benq zowie,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,benq zowie,mouse
"micro-star international co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,benq zowie,mouse
asus,amd ryzen 7 7800x3d 8-core processor           ,8,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,benq zowie,mouse
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,benq zowie,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-8400 cpu @ 2.80ghz,6,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,benq zowie,mouse
lenovo,intel(r) core(tm) i7-14700hx,28,benq zowie,mouse
asus,amd ryzen 5 9600x 6-core processor             ,12,beken,keyboard
asus,amd ryzen 5 9600x 6-core processor             ,12,beken,mouse
hp,13th gen intel(r) core(tm) i5-13420h,12,beken,keyboard
hp,13th gen intel(r) core(tm) i5-13420h,12,beken,mouse
asus,amd ryzen 5 3600 6-core processor              ,12,beken,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,beken,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,beken,mouse
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,beken,keyboard
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,beken,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,beken,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,beken,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,beken,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,beken,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,beken,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,beken,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,beken,mouse
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,"beijing jingyun codeke technology co., ltd.",keyboard
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,"beijing jingyun codeke technology co., ltd.",mouse
"micro-star international co., ltd.",amd ryzen 9 9900x 12-core processor            ,24,audient,mouse
asus,intel(r) core(tm) i7-10700f cpu @ 2.90ghz,16,audient,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,atk,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,atk,mouse
asustek computer inc.,amd ryzen 7 6800h with radeon graphics         ,16,asustek computer inc.,keyboard
asustek computer inc.,amd ryzen 7 6800h with radeon graphics         ,16,asustek computer inc.,mouse
asustek computer inc.,12th gen intel(r) core(tm) i7-12700h,20,asustek computer inc.,keyboard
asustek computer inc.,12th gen intel(r) core(tm) i7-12700h,20,asustek computer inc.,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,asustek computer inc.,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,asustek computer inc.,mouse
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,asustek computer inc.,keyboard
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,asustek computer inc.,keyboard
asustek computer inc.,amd ryzen 7 6800hs with radeon graphics         ,16,asustek computer inc.,keyboard
asustek computer inc.,amd ryzen 7 6800hs with radeon graphics         ,16,asustek computer inc.,mouse
asustek computer inc.,amd ryzen 9 6900hs with radeon graphics        ,16,asustek computer inc.,keyboard
asustek computer inc.,amd ryzen 9 6900hs with radeon graphics        ,16,asustek computer inc.,mouse
asustek computer inc.,intel(r) core(tm) i9-14900hx,32,asustek computer inc.,keyboard
asustek computer inc.,intel(r) core(tm) i9-14900hx,32,asustek computer inc.,mouse
asus,12th gen intel(r) core(tm) i7-12700k,20,asustek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,asustek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,8,asustek,keyboard
system manufacturer,amd ryzen 7 5700g with radeon graphics         ,16,asustek,keyboard
asus,intel(r) core(tm) i7-14700k,28,asustek,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,asustek,keyboard
"micro-star international co., ltd.",amd ryzen 9 9900x3d 12-core processor          ,24,asustek,keyboard
asus,amd ryzen 7 9800x3d 8-core processor           ,16,asustek,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,asustek,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13600k,20,asustek,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,asustek,keyboard
pcspecialist,intel(r) core(tm) i5-14400f,16,asus,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,apple inc.,mouse
asus,amd ryzen 7 3700x 8-core processor             ,16,aorus,keyboard
asus,amd ryzen 7 3700x 8-core processor             ,16,aorus,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9600k cpu @ 3.70ghz,6,aone,keyboard
acer,13th gen intel(r) core(tm) i9-13900hx,32,acer,keyboard
acer,13th gen intel(r) core(tm) i9-13900hx,32,acer,mouse
zr,12th gen intel(r) core(tm) i5-12400f,12,a4tech,keyboard
zr,12th gen intel(r) core(tm) i5-12400f,12,a4tech,mouse
asus,13th gen intel(r) core(tm) i5-13400f,16,(стандартные системные устройства),keyboard
asus,13th gen intel(r) core(tm) i5-13400f,16,(стандартные системные устройства),mouse
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,(стандартные системные устройства),keyboard
asus,amd ryzen 9 7950x 16-core processor            ,32,(стандартные системные устройства),keyboard
asus,amd ryzen 9 7950x 16-core processor            ,32,(стандартные системные устройства),mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,(стандартные системные устройства),keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,(стандартные системные устройства),mouse
asus,13th gen intel(r) core(tm) i7-13700k,24,(стандартные системные устройства),keyboard
asus,13th gen intel(r) core(tm) i7-13700k,24,(стандартные системные устройства),mouse
acer,13th gen intel(r) core(tm) i9-13900hx,32,(standard system devices),keyboard
acer,13th gen intel(r) core(tm) i9-13900hx,32,(standard system devices),mouse
asus,12th gen intel(r) core(tm) i5-12400,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,(standard system devices),mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12650h,16,(standard system devices),keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12650h,16,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 5500gt with radeon graphics        ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 5500gt with radeon graphics        ,12,(standard system devices),mouse
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,(standard system devices),keyboard
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,(standard system devices),mouse
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,(standard system devices),keyboard
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,(standard system devices),mouse
"micro-star international co., ltd.",intel(r) core(tm) i3-9100f cpu @ 3.60ghz,4,(standard system devices),keyboard
lenovo,amd ryzen 7 3700x 8-core processor             ,16,(standard system devices),keyboard
lenovo,amd ryzen 7 3700x 8-core processor             ,16,(standard system devices),mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-9500f cpu @ 3.00ghz,6,(standard system devices),keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,(standard system devices),mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700k cpu @ 3.60ghz,8,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,(standard system devices),mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11260h @ 2.60ghz,12,(standard system devices),keyboard
hp,11th gen intel(r) core(tm) i5-11300h @ 3.10ghz,8,(standard system devices),keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,(standard system devices),keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,(standard system devices),keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,(standard system devices),mouse
hp,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,(standard system devices),keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i3-12100f,8,(standard system devices),keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,(standard system devices),keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,(standard system devices),keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12450h,12,(standard system devices),keyboard
gigabyte,12th gen intel(r) core(tm) i5-12500h,16,(standard system devices),keyboard
gigabyte,12th gen intel(r) core(tm) i5-12500h,16,(standard system devices),mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,(standard system devices),keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,(standard system devices),mouse
asustek computer inc.,13th gen intel(r) core(tm) i5-13500h,16,(standard system devices),keyboard
asustek computer inc.,13th gen intel(r) core(tm) i5-13500h,16,(standard system devices),mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13600k,20,(standard system devices),keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13600kf,20,(standard system devices),keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13600kf,20,(standard system devices),mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,(standard system devices),keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,(standard system devices),mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,(standard system devices),mouse
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,(standard system devices),keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,(standard system devices),mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 3 1200 quad-core processor           ,4,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 3 1200 quad-core processor           ,4,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 3 2200g with radeon vega graphics    ,4,(standard system devices),keyboard
"micro-star international co., ltd",amd ryzen 5 3500 6-core processor              ,6,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3500 6-core processor              ,6,(standard system devices),keyboard
system manufacturer,amd ryzen 5 3500x 6-core processor             ,6,(standard system devices),keyboard
system manufacturer,amd ryzen 5 3500x 6-core processor             ,6,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,(standard system devices),mouse
galaxy,amd ryzen 5 3600 6-core processor              ,12,(standard system devices),keyboard
msi,amd ryzen 5 3600 6-core processor              ,12,(standard system devices),keyboard
msi,amd ryzen 5 3600 6-core processor              ,12,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 4600g with radeon graphics,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 4600g with radeon graphics,12,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 5500                               ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 5500                               ,12,(standard system devices),mouse
hp,amd ryzen 5 5600h with radeon graphics         ,12,(standard system devices),mouse
hp,amd ryzen 5 5600h with radeon graphics         ,12,(standard system devices),keyboard
system manufacturer,amd ryzen 5 5600x 6-core processor             ,12,(standard system devices),keyboard
system manufacturer,amd ryzen 5 5600x 6-core processor             ,12,(standard system devices),mouse
to be filled by o.e.m.,amd ryzen 5 5600x 6-core processor             ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 7535hs with radeon graphics        ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 7535hs with radeon graphics        ,12,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,(standard system devices),mouse
asus,amd ryzen 5 7600x 6-core processor             ,12,(standard system devices),keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,(standard system devices),mouse
asus,amd ryzen 5 7600x 6-core processor             ,6,(standard system devices),keyboard
asus,amd ryzen 5 7600x 6-core processor             ,6,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,(standard system devices),keyboard
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,(standard system devices),keyboard
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,(standard system devices),mouse
"micro-star international co., ltd",amd ryzen 7 5700                               ,12,(standard system devices),keyboard
"micro-star international co., ltd",amd ryzen 7 5700                               ,12,(standard system devices),mouse
system manufacturer,amd ryzen 7 5700g with radeon graphics         ,16,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,(standard system devices),mouse
asus,amd ryzen 7 5700x 8-core processor             ,16,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,(standard system devices),mouse
"micro-star international co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,(standard system devices),keyboard
to be filled by o.e.m.,amd ryzen 7 5800x 8-core processor             ,16,(standard system devices),keyboard
lenovo,amd ryzen 7 6800h with radeon graphics         ,16,(standard system devices),keyboard
asustek computer inc.,amd ryzen 7 7435hs                             ,16,(standard system devices),keyboard
asustek computer inc.,amd ryzen 7 7435hs                             ,16,(standard system devices),mouse
lenovo,amd ryzen 7 7435hs                             ,16,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,(standard system devices),mouse
asus,amd ryzen 7 7800x3d 8-core processor           ,16,(standard system devices),keyboard
asus,amd ryzen 7 7800x3d 8-core processor           ,16,(standard system devices),mouse
hp,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,(standard system devices),mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,(standard system devices),keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,(standard system devices),keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,(standard system devices),mouse
